rank,UNITID,INSTNM,state,risk_score,driver_1,driver_2,driver_3,operating_margin,endowment_per_student,total_enrollment,enrollment_3yr_pct
180,211556,Chatham University,PA,0.18181818181818182,expendable net assets,tuition per student,undergraduate share of enrollment,-0.0271251316164456,30688.122230710465,2618.0,-0.0603015075376884
181,494551,IE New York College,NY,0.18181818181818182,3-yr enrollment % change,total assets,assets-to-liabilities ratio,-0.0162228288158339,,25.0,-0.4444444444444444
182,499875,Mosdos Yaakov V'Yisroel,NJ,0.18181818181818182,expendable net assets,assets-to-liabilities ratio,3-yr expendable net assets % change,0.0280926141725045,,617.0,
183,176789,Calvary University,MO,0.18181818181818182,3-yr enrollment % change,total assets,expendable net assets,-0.1362333465764164,1637.0169491525423,295.0,-0.3295454545454545
184,191533,Hartwick College,NY,0.18181818181818182,expendable net assets,tuition per student,3-yr avg operating margin,-0.1643085561323514,37715.29801894918,1161.0,-0.0697115384615384
185,111045,Haven University,CA,0.18181818181818182,expendable net assets,endowment EOY,revenue per student,0.0213538360421638,,119.0,0.3076923076923077
186,179548,Stephens College,MO,0.18181818181818182,undergrad enrollment,tuition per student,3-yr revenue % change,-0.1661522655494574,99484.02905982906,585.0,-0.0518638573743922
187,190451,Pomeroy College of Nursing at Crouse Hospital,NY,0.18181818181818182,expendable net assets,total assets,undergrad enrollment,,,257.0,-0.2116564417177914
188,190983,Elmira College,NY,0.18181818181818182,expendable net assets,tuition per student,3-yr expendable net assets % change,-0.1989312851340669,37093.22557471264,696.0,-0.0265734265734265
189,226675,Covenant School of Nursing and Allied Health,TX,0.18181818181818182,endowment EOY,undergrad enrollment,expendable net assets,,,492.0,0.0718954248366013
190,164614,Boston Baptist College,MA,0.18181818181818182,expendable net assets,3-yr avg assets-to-liabilities,assets-to-liabilities ratio,0.152886753540032,,38.0,-0.2083333333333333
191,125897,Woodbury University,CA,0.18181818181818182,expendable net assets,total assets,3-yr expendable net assets % change,0.1345210507919607,6841.713987473904,958.0,-0.1275045537340619
192,215619,Reconstructionist Rabbinical College,PA,0.18181818181818182,3-yr expendable net assets % change,expendable net assets,total liabilities,0.0217294973419012,264833.4821428572,56.0,0.037037037037037
193,162210,Washington Adventist University,MD,0.18181818181818182,endowment EOY,3-yr avg operating margin,total assets,0.0026100277739334,4925.722850678733,884.0,-0.0380848748639825
194,220206,Welch College,TN,0.18181818181818182,endowment EOY,expendable net assets,total assets,0.0820679029845732,10309.90519187359,443.0,0.1750663129973474
195,237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,WV,0.18181818181818182,tuition & fees,endowment EOY,tuition dependence (tuition / total revenue),,,61.0,-0.0161290322580645
196,368771,Hypnosis Motivation Institute,CA,0.18181818181818182,expendable net assets,total assets,endowment EOY,0.0048822793622805,,859.0,0.3154670750382848
197,140340,Herzing University-Atlanta,GA,0.18181818181818182,expendable net assets,endowment EOY,total assets,0.2108500820694636,,962.0,-0.1262488646684832
198,451079,Academy for Five Element Acupuncture,FL,0.18181818181818182,3-yr enrollment % change,expendable net assets,tuition per student,0.0121703183289736,,70.0,-0.3396226415094339
199,138275,Warner University,FL,0.18181818181818182,endowment EOY,total assets,expendable net assets,-0.0479828139444814,3535.799802761341,1014.0,0.0263157894736842
200,461847,Keser Torah-Mayan Hatalmud,NJ,0.18181818181818182,expendable net assets,total assets,endowment EOY,-0.2271869793669101,,91.0,-0.0714285714285714
201,459727,Touro University Worldwide,CA,0.18181818181818182,undergraduate share of enrollment,expendable net assets,3-yr expendable net assets % change,,,3187.0,0.0347402597402597
202,417734,Southeast Missouri Hospital College of Nursing and Health Sciences,MO,0.18181818181818182,3-yr revenue % change,expendable net assets,endowment EOY,,,218.0,0.1473684210526315
203,459736,Touro University California,CA,0.18181818181818182,enrollment trend (slope),expendable net assets,3-yr expendable net assets % change,,,1208.0,-0.1091445427728613
204,146490,Lake Forest Graduate School of Management,IL,0.18181818181818182,expendable net assets,total assets,3-yr avg operating margin,-0.2977513321678566,1544.7438271604938,324.0,-0.2517321016166282
205,495031,Bais Medrash of Dexter Park,NY,0.17142857142857143,expendable net assets,endowment EOY,total assets,0.2451056090199821,,94.0,-0.1607142857142857
206,184612,Felician University,NJ,0.17142857142857143,tuition per student,endowment EOY,expendable net assets,-0.1127758577979747,2024.0094168779428,2761.0,-0.0612036722203332
207,201821,The Christ College of Nursing and Health Sciences,OH,0.17142857142857143,endowment EOY,tuition per student,expendable net assets,,11729.263796909492,906.0,-0.094
208,204990,Payne Theological Seminary,OH,0.17142857142857143,total assets,expendable net assets,3-yr enrollment % change,-0.1244409448622926,4121.126436781609,174.0,-0.2564102564102564
209,194718,Rabbinical Seminary Mkor Chaim,NJ,0.17142857142857143,expendable net assets,total assets,endowment EOY,-0.2806773528419324,,85.0,0.1805555555555555
210,192785,Maria College of Albany,NY,0.17142857142857143,total assets,tuition per student,3-yr avg operating margin,-0.0718544493063344,1281.889705882353,952.0,-0.0265848670756646
211,177542,Hannibal-LaGrange University,MO,0.17142857142857143,undergrad enrollment,3-yr enrollment % change,total assets,-0.0315459430286419,14715.07986688852,601.0,-0.3060046189376443
212,192961,St. Peter's Hospital College of Nursing,NY,0.17142857142857143,expendable net assets,endowment EOY,3-yr expendable net assets % change,-0.0121764402273395,,164.0,0.0933333333333333
213,165060,Signature Healthcare Brockton Hospital School of Nursing,MA,0.17142857142857143,expendable net assets,endowment EOY,3-yr expendable net assets % change,,,177.0,-0.2168141592920354
214,492801,Drury University-College of Continuing Professional Studies,MO,0.17142857142857143,expendable net assets,enrollment trend (slope),tuition dependence (tuition / total revenue),,547.0591233435271,981.0,-0.2323943661971831
215,164872,Boston Architectural College,MA,0.17142857142857143,expendable net assets,endowment EOY,3-yr expendable net assets % change,-0.0077398567227931,11032.059642147116,1006.0,0.0899241603466955
216,155973,Tabor College,KS,0.17142857142857143,expendable net assets,tuition per student,total assets,0.0586660743359731,26015.341133004928,812.0,0.0188205771643663
217,405058,Yeshivas Novominsk,NY,0.17142857142857143,expendable net assets,total assets,total liabilities,-0.0914439898309005,,169.0,-0.1333333333333333
218,153320,Faith Baptist Bible College and Theological Seminary,IA,0.17142857142857143,endowment EOY,expendable net assets,3-yr expendable net assets % change,-0.0286220999129971,6732.393574297189,747.0,0.2769230769230769
219,411754,Cleveland Clinic Health System-School of Diagnostic Imaging,OH,0.17142857142857143,tuition dependence (tuition / total revenue),revenue per student,endowment EOY,,,31.0,-0.225
220,461759,Simmons College of Kentucky,KY,0.17142857142857143,total assets,3-yr enrollment % change,undergrad enrollment,0.1066702956941056,,475.0,1.745664739884393
221,441104,Richmont Graduate University,TN,0.17142857142857143,tuition per student,total assets,3-yr expendable net assets % change,0.0359079300617342,6544.220551378447,399.0,0.0991735537190082
222,457697,City Vision University,MO,0.17142857142857143,tuition per student,endowment EOY,expendable net assets,0.0992336489449454,,422.0,0.4859154929577465
223,457350,Florida School of Traditional Midwifery,FL,0.17142857142857143,revenue per student,expendable net assets,endowment EOY,,,73.0,0.0895522388059701
224,149028,Saint Anthony College of Nursing,IL,0.17142857142857143,expendable net assets,total assets,tuition per student,0.7408255131841796,30889.25082508251,303.0,-0.0288461538461538
225,461795,North American University,TX,0.17142857142857143,expendable net assets,3-yr expendable net assets % change,total assets,-0.1382811807797629,,1203.0,0.0712377560106856
226,455770,Providence Christian College,CA,0.17142857142857143,assets-to-liabilities ratio,total assets,3-yr expendable net assets % change,-0.1124980569442869,164.42857142857142,154.0,0.2222222222222222
227,446604,Uta Mesivta of Kiryas Joel,NY,0.17142857142857143,tuition per student,expendable net assets,endowment EOY,0.015101319337345,,2731.0,0.1383909962484368
228,102580,Alaska Bible College,AK,0.17142857142857143,expenses-to-revenue ratio,operating margin,total assets,-0.423725776682977,19332.54794520548,73.0,0.4038461538461538
229,499769,Portland Fashion Institute,OR,0.1630901287553648,total revenue,tuition & fees,expendable net assets,,,204.0,
230,189592,Bryant & Stratton College-Greece,NY,0.1630901287553648,tuition dependence (tuition / total revenue),expendable net assets,total assets,-0.5673298113157188,,475.0,-0.0612648221343873
231,102234,Spring Hill College,AL,0.1630901287553648,endowment EOY,change in net assets,3-yr avg operating margin,-0.4366294123915358,4166.818342151675,1134.0,-0.1389521640091116
232,500041,Kennedy University of Baptist,FL,0.1630901287553648,expendable net assets,endowment EOY,3-yr revenue % change,0.0333333333333333,,97.0,
233,183910,Caldwell University,NJ,0.1630901287553648,tuition per student,expendable net assets,total assets,-0.0348940137253725,6480.355415860735,2068.0,-0.1043741879601559
234,443207,NTMA Machinist Career College,CA,0.1630901287553648,expendable net assets,total assets,endowment EOY,,,202.0,-0.073394495412844
235,180878,Bryan College of Health Sciences,NE,0.1630901287553648,endowment EOY,tuition per student,expendable net assets,,9505.06990881459,987.0,0.2140221402214022
236,445249,Remington College-Nashville Campus,TN,0.1630901287553648,total assets,endowment EOY,expendable net assets,-0.0630970404843058,,451.0,-0.0739219712525667
237,189565,Bryant & Stratton College-Syracuse North,NY,0.1630901287553648,tuition dependence (tuition / total revenue),expendable net assets,total assets,-0.3627102405143186,,672.0,-0.0588235294117647
238,493600,Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,NY,0.1630901287553648,total assets,endowment EOY,total liabilities,0.2223712640452733,,170.0,-0.03954802259887
239,493585,Health and Technology Training Institute,PA,0.1630901287553648,endowment EOY,expendable net assets,total assets,,,75.0,-0.0384615384615384
240,146816,Generations College,IL,0.1630901287553648,endowment EOY,expendable net assets,total assets,-0.0590849775466687,,586.0,0.3109619686800894
241,197142,Villa Maria College,NY,0.1630901287553648,tuition per student,total assets,total liabilities,-0.1809295254846214,4334.823529411765,595.0,0.1376673040152963
242,111638,Casa Loma College-Los Angeles,CA,0.1630901287553648,tuition per student,total assets,expendable net assets,0.0500248735353058,,832.0,0.6706827309236948
243,188669,The Ailey School,NY,0.1630901287553648,expendable net assets,endowment EOY,tuition per student,,,88.0,0.4426229508196721
244,179964,William Woods University,MO,0.1630901287553648,expendable net assets,total assets,3-yr expendable net assets % change,-0.2918339889861305,7851.494546979866,2384.0,0.1401243424198948
245,188915,Arnot Ogden Medical Center,NY,0.1630901287553648,tuition dependence (tuition / total revenue),expendable net assets,total revenue,,426680.275862069,29.0,-0.1714285714285714
246,191940,Isabella Graham Hart School of Practical Nursing,NY,0.1630901287553648,3-yr enrollment % change,expendable net assets,total assets,,,182.0,-0.3333333333333333
247,441131,The Seattle School of Theology & Psychology,WA,0.1630901287553648,expendable net assets,total assets,3-yr expendable net assets % change,0.0552001926910877,,269.0,-0.0659722222222222
248,442356,Saint Joseph's University - Lancaster,PA,0.1630901287553648,tuition per student,expendable net assets,tuition dependence (tuition / total revenue),1.8119722576236927,6320.042974408499,2071.0,-0.1134417808219178
249,442064,Won Institute of Graduate Studies,PA,0.1630901287553648,expendable net assets,total assets,endowment EOY,0.1182546474946502,16115.544378698223,169.0,0.119205298013245
250,146755,Trinity College of Nursing & Health Sciences,IL,0.1630901287553648,endowment EOY,3-yr expendable net assets % change,expendable net assets,,24147.36363636364,154.0,-0.2102564102564102
251,427308,Merkaz Bnos-Business School,NY,0.1630901287553648,expendable net assets,endowment EOY,total assets,,,194.0,0.1479289940828402
252,174507,Northwestern Health Sciences University,MN,0.1630901287553648,endowment EOY,tuition per student,total assets,0.0337028874485133,2512.2169741697417,1355.0,-0.0251798561151079
253,195702,Saint Elizabeth College of Nursing,NY,0.1630901287553648,expendable net assets,total assets,3-yr expendable net assets % change,-0.3339463987882942,,158.0,0.0394736842105263
254,434751,White Earth Tribal and Community College,MN,0.1630901287553648,total assets,total liabilities,expendable net assets,0.1776342299390321,,158.0,-0.0365853658536585
255,147697,Northern Baptist Theological Seminary,IL,0.1630901287553648,expendable net assets,total assets,3-yr avg operating margin,0.0545541045717509,67251.89523809524,315.0,-0.0625
256,443322,Valley Grande Institute for Academic Studies,TX,0.1630901287553648,total assets,expendable net assets,endowment EOY,,,252.0,1.1355932203389831
257,444413,Beis Medrash Heichal Dovid,NY,0.1630901287553648,tuition per student,total assets,endowment EOY,0.0613297292280563,,221.0,0.0375586854460093
258,491817,Seminary Bnos Chaim,NJ,0.1630901287553648,total assets,expendable net assets,endowment EOY,-0.1814227353169812,,190.0,-0.1703056768558952
259,194666,Rabbinical College Bobover Yeshiva Bnei Zion,NY,0.1630901287553648,total assets,endowment EOY,undergrad enrollment,-0.0025006964659016,,514.0,0.0753138075313807
260,494463,Derech Hachaim Seminary,NY,0.1630901287553648,expendable net assets,endowment EOY,total assets,,,285.0,-0.1389728096676737
261,194073,New York College of Podiatric Medicine,NY,0.1630901287553648,endowment EOY,total assets,3-yr avg expenses-to-revenue,-0.1231997029551861,1493.1675675675676,370.0,-0.0364583333333333
